2025-12-02 20:44:53 | [32mINFO[0m | AppleTrader | [CONNECTION] ✓ Connected to MT5 - Account: 68263159
2025-12-02 21:37:35 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:37:35 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:37:33
2025-12-02 21:37:35 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:37:45 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:37:45 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:37:45
2025-12-02 21:37:45 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:37:55 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:37:55 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:37:49
2025-12-02 21:37:55 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:38:05 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:38:05 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:37:59
2025-12-02 21:38:05 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:38:15 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:38:15 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:38:09
2025-12-02 21:38:15 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:38:25 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:38:25 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:38:19
2025-12-02 21:38:25 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:38:35 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:38:35 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:38:29
2025-12-02 21:38:35 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:38:45 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:38:45 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:38:39
2025-12-02 21:38:45 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:38:55 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:38:55 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:38:48
2025-12-02 21:38:55 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:39:05 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:39:05 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:39:01
2025-12-02 21:39:05 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:39:15 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:39:15 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:39:09
2025-12-02 21:39:15 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:39:25 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:39:25 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:39:19
2025-12-02 21:39:25 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:39:35 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:39:35 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:39:29
2025-12-02 21:39:35 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:39:45 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:39:45 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:39:39
2025-12-02 21:39:45 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:39:55 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:39:55 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:39:47
2025-12-02 21:39:55 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:40:05 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:40:05 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:40:04
2025-12-02 21:40:05 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:40:15 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:40:15 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:40:09
2025-12-02 21:40:15 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:40:25 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:40:25 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:40:19
2025-12-02 21:40:25 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:40:35 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:40:35 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:40:29
2025-12-02 21:40:35 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:40:45 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:40:45 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:40:41
2025-12-02 21:40:45 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:40:55 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:40:55 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:40:49
2025-12-02 21:40:55 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:41:05 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:41:05 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:41:00
2025-12-02 21:41:05 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:41:15 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:41:15 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:41:10
2025-12-02 21:41:15 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:41:25 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:41:25 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:41:19
2025-12-02 21:41:25 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:41:35 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:41:35 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:41:29
2025-12-02 21:41:35 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:41:45 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:41:45 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:41:38
2025-12-02 21:41:45 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:41:55 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:41:55 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:41:49
2025-12-02 21:41:55 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:42:05 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:42:05 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:42:00
2025-12-02 21:42:05 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:42:15 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:42:15 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:42:09
2025-12-02 21:42:15 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:42:25 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:42:25 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:42:16
2025-12-02 21:42:25 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:42:35 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:42:35 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:42:29
2025-12-02 21:42:35 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:42:45 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:42:45 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:42:38
2025-12-02 21:42:45 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:42:55 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:42:55 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:42:49
2025-12-02 21:42:55 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:43:05 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:43:05 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:43:00
2025-12-02 21:43:05 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:43:15 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:43:15 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:43:09
2025-12-02 21:43:15 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:43:25 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:43:25 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:43:19
2025-12-02 21:43:25 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:43:35 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:43:35 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:43:29
2025-12-02 21:43:35 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:43:45 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:43:45 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:43:39
2025-12-02 21:43:45 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:43:55 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:43:55 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:43:48
2025-12-02 21:43:55 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:44:05 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:44:05 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:44:00
2025-12-02 21:44:05 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:44:15 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:44:15 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:44:08
2025-12-02 21:44:15 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:44:25 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:44:25 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:44:19
2025-12-02 21:44:25 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:44:35 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:44:35 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:44:29
2025-12-02 21:44:35 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:44:45 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:44:45 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:44:39
2025-12-02 21:44:45 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:44:55 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:44:55 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:44:49
2025-12-02 21:44:55 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:45:05 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:45:05 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:44:59
2025-12-02 21:45:05 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:45:15 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:45:15 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:45:13
2025-12-02 21:45:15 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:45:25 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:45:25 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:45:18
2025-12-02 21:45:25 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:45:35 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:45:35 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:45:29
2025-12-02 21:45:35 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:45:45 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:45:45 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:45:38
2025-12-02 21:45:45 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:45:55 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:45:55 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:45:49
2025-12-02 21:45:55 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:46:05 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:46:05 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:46:00
2025-12-02 21:46:05 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:46:15 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:46:15 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:46:13
2025-12-02 21:46:15 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:46:25 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:46:25 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:46:19
2025-12-02 21:46:25 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:46:35 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:46:35 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:46:29
2025-12-02 21:46:35 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:46:45 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:46:45 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:46:39
2025-12-02 21:46:45 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:46:55 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:46:55 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:46:48
2025-12-02 21:46:55 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:47:05 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:47:05 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:47:02
2025-12-02 21:47:05 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:47:15 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:47:15 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:47:08
2025-12-02 21:47:15 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:47:25 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:47:25 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:47:19
2025-12-02 21:47:25 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:47:35 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:47:35 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:47:29
2025-12-02 21:47:35 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:47:45 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:47:45 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:47:39
2025-12-02 21:47:45 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:47:55 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:47:55 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:47:48
2025-12-02 21:47:55 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:48:05 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:48:05 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:48:00
2025-12-02 21:48:05 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:48:15 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:48:15 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:48:09
2025-12-02 21:48:15 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:48:25 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:48:25 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:48:17
2025-12-02 21:48:25 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:48:35 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:48:35 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:48:31
2025-12-02 21:48:35 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:48:45 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:48:45 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:48:38
2025-12-02 21:48:45 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:48:55 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:48:55 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:48:49
2025-12-02 21:48:55 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:49:05 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:49:05 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:49:00
2025-12-02 21:49:05 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:49:15 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:49:15 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:49:09
2025-12-02 21:49:15 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:49:25 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:49:25 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:49:19
2025-12-02 21:49:25 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:49:35 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:49:35 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:49:32
2025-12-02 21:49:35 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:49:45 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:49:45 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:49:39
2025-12-02 21:49:45 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:49:55 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:49:55 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:49:49
2025-12-02 21:49:55 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:50:05 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:50:05 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:49:59
2025-12-02 21:50:05 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:50:15 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:50:15 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:50:09
2025-12-02 21:50:15 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:50:25 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:50:25 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:50:19
2025-12-02 21:50:25 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:50:35 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:50:35 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:50:29
2025-12-02 21:50:35 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:50:45 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:50:45 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:50:39
2025-12-02 21:50:45 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:50:55 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:50:55 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:50:51
2025-12-02 21:50:55 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:51:05 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:51:05 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:51:02
2025-12-02 21:51:05 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:51:15 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:51:15 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:51:09
2025-12-02 21:51:15 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:51:25 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:51:25 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:51:19
2025-12-02 21:51:25 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:51:35 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:51:35 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:51:29
2025-12-02 21:51:35 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:51:45 | DEBUG    | AppleTrader | Live commentary updated
2025-12-02 21:51:45 | DEBUG    | AppleTrader | Data manager updated at 2025-12-02 23:51:39
2025-12-02 21:51:45 | DEBUG    | AppleTrader | Market data updated from IPC file
2025-12-02 21:51:50 | [32mINFO[0m | AppleTrader | Application shutting down...
2025-12-02 21:51:50 | [32mINFO[0m | AppleTrader | [CONNECTION] MT5 connection closed
2025-12-02 21:51:50 | [32mINFO[0m | AppleTrader | Application closed
